text,label
অসাধারণ একটি নাটক দেখলামআর  আমার কাছে নিশো ভাই এর অভিনয় অনেক ভালো লাগেআমি নিশো ভাই এর সব নাটক দেখি একটাও মিস করি না,1.0
আগেই জানতাম আরিয়ান ভাইয়ের নাটকে নতুন চমক থাকবেই  অসাধারণ গল্প  সাথে অসাধারণ অভিনয় সবার  ,1.0
কি    আজব,0.0
সুন্দর নামাজ এর দাওয়াত দেয়া হল,1.0
কে বলে বাংলাদেশে ভাল নাটক বানানো হয় না আমার মতে বাংলাদেশেই সবচেয়ে বেস্ট নাটক বানানো হয় কলকাতার চেয়েও লক্ষ গুণ ভাল আমাদের মধ্যে দেশপ্রেমের ঘাটতি আছে বলেই আমরা আমাদের দেশের নাটক দেখি না যারা বলে বাংলাদেশে নাটক ভাল বানানো হয় না তারা কোন যুক্তিতে বলে আমার মাথায় ধরে না,1.0
সুন্দর একটা গল্প ,1.0
বড় ছেলে  বুকের পা পাশে এপারমেন্ট লেটার নাটক গুলো ছিল সেরা নাকট কিন্তু  তুমি আমারই বর্তামানে সেরা নাটক  লাভ ইউ নিশো  মেহেজাবিন  ক্রাশ,1.0
আমি ঠসা হয়ে গেছি,0.0
বর্তমান নাটকগুলোতে এত ভালবাসাবাসি থাকে মনে হয় ভালবাসা দিয়েই সব হয়এরকম বাস্তবসম্মত নাটকের সংখ্যা দূরুহধন্যবাদ পরিচালককে এরকম একটা নাটক বললে ভুল হবে বাস্তবতামেয়েদের বিলাসিতাঅহংকারনেরো মাইন্ড তুলে ধরার জন্যবিদ্র সব মেয়েরা একরকম না,1.0
অনেক সুন্দর নাটক অনেক ভালো লাগলো ধন্যবাদ জানাই আপনাদেরকে ,1.0
মালে কয় কি,0.0
বাংলাদেশের সেরা নাটক,1.0
এক কথায় অসাধারণ অধিকাংশ লেখক যেখানে দুইজনের প্রেমের কাহিনী নিয়ে নাটক নির্মাণ করছেন বৃন্দাবন দাস সেখানে একদমই ব্যতিক্রম এরকম পারিবারিক নাটক খুব বেশি প্রয়োজন,1.0
গালাগালি নস্টামি ঢুকিয়ে যুবক শ্রেনী কে খারাপ বানানোর ধান্ধা এই নাটক যদি কোন ছোট ছেলে দেখে সে ভাবভেকি শিখবেপ্রশ্ন রইলো জাতির সামনে,0.0
নাটকটা ওনেক ভালো,1.0
আমার দেখা এই ঈদে সব থেকে বাজে থার্ড ক্লাস নাটক এটা,0.0
সাম্য দিব্য গুড,1.0
মিজানুর রহমান আরিয়ান ভাই আপনার পরিচালনা অসাধারণ লাগে,1.0
মোশারফের অভিনয় একদম বাজে লাগলো,0.0
পাঠা কোরবানি নিয়ে এইসব বলার কোন দরকার ছিলো,0.0
খুব ভালো লাগলো,1.0
এই সব মেয়েদের সাথে এই টা ঠিক হইছে পাকনা মেয়ে কেমন লাগে এখন,0.0
শাহনাজ খুশি এই মানুষ টির মতো মানুষ হয়না কি সুন্দর যে তার অভিনয় তার প্রতিটি কথায় এতো মায়া তাকে দেখলে মনেহয় নিজের আপন কাউকে দেখছি এর বাস্তব ব্যাবহার ও এতো ভালো ইন্টারভিউ তে দেখেছিভিষণ ভালো একজন মানুষ অনেক অনেক ভালোবাসা এই মানুষটির জন্য,1.0
অসাধারণ গল্প জীবনের সাথে এই জিনিসগুলো মিলিয়ে নিতে পারলে আমরা সবাই সুখে থাকতে পারবো,1.0
ভালো লাগলো,1.0
ফালতু নাটক,0.0
এইগুলো কি নাটকের পর্যায়ে পড়ে,0.0
ফালতু নাটক,0.0
নাটকের প্রতিটা চরিত্রই খুব ভালো অভিনয় করেছে প্রকৃতিক বস্তবতাটাই নাট্য শিল্পের মাধ্যমেই প্রকৃতিক ভাবে উপস্থাপন করেছে একেবারে হ্র্দয় ছোয়া অভিনয় আপনাদের পুরো টিমের জন্য শোভ কামনা রইল,1.0
শাউয়ার নাটক,0.0
শেষ টা খুবই খারাপ লাগলো,0.0
নারী তুমি বড়ই অদ্ভুতসুখ পেলে যাও ভুলে কষ্ট পেলে  আসো  ফিরেতাই বলি নারী তুমে বড়ই অদ্ভুত,0.0
অনেক অনেক ভালো লাগলো,1.0
একেই বলে দেশি কুকু কুত্তা বিলাতি গেও গেও,0.0
সুপার নাটক ভাই,1.0
ভাই নাটকটা শেষদিয়ে খুব হিট লাগিয়ে দিছেখুব হিটলাগলো,1.0
নাটকটা অসাধারণ হইছে পলাশ ভাইকে ধন্যবাদ,1.0
খুব আশা নিয়ে মোশারফ করিম এর নাটক দেখিফালতু নাটক আর দেখতে চাই না,0.0
অসাধারণ,1.0
বিরক্তিকর 🤬🤬🤬🤬এসব কী চলেসস্তা কন্সেপ্টআর লুতুপুতু প্রেম ছাড়া আর কিছু নাইছেলেরা মেয়ের আচরণ করে আর মেয়েরা ছেলেদের আসলে এসব কী হচ্ছেমেজাজটা খারাপ হইতেছে,0.0
পুরা নাটকটা দেখে বেশি ভালো লাগলো যে আফরান নিশু ভাই যে ভাবে নামাজ পডলএই ভালো কাজটা যেন  আমরা সব সময় আদায় করিআল্লাহ আমাদের সকলকে নামাজ আদায় তৌফিক দেন আমিন,1.0
নামের সাথে নাটকের কাহিনীর কোন মিল নাই কোন হট সিন নাই নিরামিষ নাটক বিয়ের দুই দিন আগে নায়ক সাজ্জাদ নায়িকা সাবিলাকে বিয়ের আসর থেকে পলাইয়া নিয়া আসে শামীম বলদ কমেডিয়ান টাইপ ছোট ভাই আর তামিম ড্রাইভার নাটক শেষ,0.0
পরিচারক অমি ভাইএকজন ছেলেকে নামাজি হিসেবে উপস্থাপন করেছেন এটা একটা অতি ভালো দিককিন্তু একজন নামাজি ছেলেমেয়ে মা ও বাবার সাথে উচ্চ কণ্ঠে কথা বলছে এটাকি ঠিক,1.0
কয়েকটা বাংলা সেরা নাটকের নাম দরকার ছিলোযা জানা আছে কাইন্ডলি বলবেন প্লীজ,1.0
২০১৯ সালে সেরা নাটক হিসেবে বিবেচিত হোক সেই একটা নাটক,1.0
মোশারফ মিয়ার দিন মনে হয় শেষ হয়ে আসলো,0.0
খোব ভালো লাগলো ভাই দিনের দাওয়াত দেওয়ার জন্য,1.0
আউল ফাউল কয়টা মূর্খ রে নিয়া আসছে অভিনয় করতে আর মশাররফ করিমের দেখে শুনে অভিনয় করা উচিতউনার মতো একজন ভালো অভিনেতার সাথে এই ফাউল গুলা যায় না বোঝা উচিত উনার,0.0
মনটা ভালো করে দিলো ফিনিশিংটা খুব মিষ্টি ছিলো,1.0
এইগুলোর নির্মাতা কোন আবাল এদের মুতের পুকুরে চুবিয়ে মারা উচিৎ শালা মাদারচোদ,0.0
আজকালকার রিলেশন গুলোই এই রকম বিরক্ত হলাম নাটকটা দেখে,0.0
বালের নাটক সময়টা নষ্ট হইছে এমন গাঁধা ছেলের অভিনয় বাস্তব জীবনের সাথে কোন ভাবেই যায় নাতাদের অফিসে ডুকে তাদের অত্যাচার করে বাহ্ পুরুষহিজরা হলেও ভালো লাগতোফালতু নাটক,0.0
ঈদ মানে ভালো কিছু নাটক,1.0
সেরা একটা নাটক উপহার দিয়েছেন যেনো একটা বলিউড মুভি দেখেছিনাটক  বস আফরান নিশো ভাই,1.0
অপূর্বর মতোই সুন্দর অপূর্বর নাটক গুলো অসাধারন,1.0
মেহেজাবিনের অভিনয়টা অসাধারণ,1.0
অমি ভাই আপনাকে অনেক ধন্যবাদ এত সুন্দর একটা নাটক উপহার দেয়ের জন্য  নামাজে বেফারটা  অনেক ভাল লগছে,1.0
এটা তো বাংলাদেশের আসল নাটক নানাটক হবে মধ্যবিত্ত নিয়েসাধারণ জীবন নিয়ে,0.0
বালের নাটক,0.0
সেরা ছিলো,1.0
অসাধাৱন একটা নাটকসবাৱ অভিনয় ভাল হয়েছে,1.0
ফ্রেন্ড হিসাবে খুবই ভালো হেল্পফুলকিন্তু জামাই হিসেবে  পুরাই মদন,1.0
এটা কোন নাটক হলো ফালতু,0.0
বাংলাদেশের সব নাটকই অনেক সুন্দর হয়,1.0
এতো সুন্দর নাটক আমি আগে কখনোও দেখিনি শেষের দিকে চোখের পানি ধরে রাখতে পারিনি,1.0
ভাদাইমার কৌতুকের মতো অভিনয়,0.0
বাল ফালাইন্না আচোদা নাটক,0.0
খুব ভালো লাগছে,1.0
নাটক টা সত্যি অনেক ভালো লাগলো এমনিতেও নিশো ভাইয়ের নাটক ভালো লাগে লাস্ট সিন তা অনেক ভাল লাগলো,1.0
এ ধরনের নাটক গুলো দেখলে জীবন আরো সুন্দর হয়ে যায়নাটক এর মত যদি সুন্দর জীবন গড়া যায় এমন   নাটক দেখলে আর অশান্তি থাকবে না,1.0
সালার এক নম্বর হিজরা কাহিনী,0.0
ফালতু একটা নাটক,0.0
ভালো লাগার মত স্টোরি,1.0
গরুর মাংস না দেখালেই ভালো হতো,0.0
আরেফিন ভাইয়ের নাটক ভালে লাগার মূল কারণ তিনি ধর্মীয় মূল্যবোধ ফুটিয়ে তুলেন সুন্দরভাবে,1.0
দিন যতোই যাচ্ছে বৃন্দাবন স্যারের কাজ গুলো আরো ধারালো হচ্ছেবাংলাদেশের নাটক গুলো বাচিয়ে রাখার মদ্ধে যে মানুষ গুলো একাধারে কাজ করে যাচ্ছেন তাদের মদ্ধে বৃন্দাবন স্যার একজন স্যালুট স্যার,1.0
মাদারচোদ লেখকএর থেকে ভালো বাংলাচটি লেখা শুরু কর🤬 বলদের বাচ্চাআর শাওয়ার পুলারা যে অভিনয় করছিস🥶🥶,0.0
আমার কাছে বেশি ভালো লাগে নাই,0.0
বর্তমানের নাটকের মান খুব খারাপ যত্তসব আতলা পরিচালক অভিনেতা,0.0
অসাধারণ হয়েছে খুব ভালো লেগেছে,1.0
নামাজ যে মানুষ কে এতটা সুন্দর করে গড়ে তুলতে পারে তা এই নাটকে অনেক টা প্রমাণ করে দিল  একটি ধার্মিক মেয়ে পারে একটা অগোছালো ছেলেকে সুন্দর করে গুছিয়ে দিতে তানজিন তিশা আপুকে পুরো নাটকে হিজাব পড়া কী যে সুন্দর লাগছিল ভাষায় প্রকাশ করতে পারবোনা  বর্তমান মেয়েদের এই নাটক টা দেখার অনেক অনেক অনুরোধ রইল  তিশা আপু কে  থেকে  নাম্বার দেওয়া হল  তিশা আপু তোমার ভবিষ্যতে সব গুলো নাটকেই হিজাব পড়া চাই ,1.0
সত্যি বলতে অসাধারণ একটা নাটক,1.0
অসাধারণএই নাটকটি দেখার জন্য লাষ্ট ২টা মাস অপেক্ষা করেছিঅবশেষে দেখতে পেলামধন্যবাদ মিজানুর রহমান আরিয়ান,1.0
সবচাইতে কঠিন কাজনিজেকে চেনাআর সহজ হলোমানুষ কে উপদেশ দেওয়া,1.0
ভালোবাসার কিং মশা,0.0
বুড়ির মুখ এতো খারাপ কেন,0.0
অসাধারণ,1.0
সত্যিই অসাধারণ একটা নাটক ছিল ধন্যবাদ পরিচালক ধন্যবাদ আমার প্রিয় অভিনেতা আরফান নিশো,1.0
অসাধারণচোখে পানি চলে এসেছে,1.0
এগুলো দেখলে আমাদের  মত সিঙ্গেল দের আরো কান্না আসে   এরকম৷ টাইপের ভিডিও আপ দিয়েন না আর,0.0
দেখার মত একটা নাটক খুব ভাল লাগল আরো ভালো কিছু দেখতে চাই,1.0
ভাইয়ে  পুলিশকে ভয় পায় না কিন্তু কান্দে ,1.0
কিছু অল্প খরচে খুবই ভালো নাটক করা যায় এটা দেখিয়ে দিয়েছেখুবই সুন্দর,1.0
অনেক ভালো লাগছে,1.0
দুধ দেখে মিয়া খলিফার কথা মনে পড়ে গেল,0.0
ইটা হয়চে সেরা নাটক,1.0
শেষে তিশা এটা কি করলোএটা করা ঠিক হয় নাই,0.0
ডাইরেক্টর রে জুতা দিয়ে পিটানো প্রয়োজন,0.0
নাটকের শুরুটা ইন্টারেস্টিং প্রথম ১০ মিনিট দেখলেই যে কেউ এর শেষ না দেখে উঠতে পারবে না কাহিনীর মাঝামাঝিটাও ভালই ছিলো কিন্তু শেষে মনে হল পরিচালক হুদাই চুইংগাম এর মতো টেনে লম্বা করতে চাইতেছেভাই রাইটার সুন্দর গল্প লিখছেন কিন্তু বাস্তবের সাথে একটু মিল রাইখা লিখতেনবাংলাদেশের মেয়েদের এত আকাল পড়ে নাই যে একটা ছেলের পিছে ১২ কিলো দৌড়াতে থাকবেশেষের সিন এন্ডিংটা হজম হইলো না,1.0
আমি খুব হাসি খুশি মানুষ আমি কেন কাদলাম আজকে এজন্য শাহনাজ খুশির নামে একটা মামলা করবো  ধন্যবাদ সবাই কে,1.0
অসাধারণ,1.0
নাটকটা দেখে এতো ভালো লাগলো যা বোলে বুজানো জাবেনা,1.0
অনেক সুন্দর ও অসাধারণ হইছে শেষের দিকের কাহীনি অনেক মর্মাহত হয়েছে দুই চোখের জ্বল এসে গেছেতবে এইকাহিনির মতো অনেক পরিবারে ভাই নামের কিছু কলংক আছে জারা শুধু বোউয়ের আছল চারা আর কিছু চিনেনা তাদেরকে জানাই আমার পক্ষ থেকে জুতা মারার শুভেচ্ছা এমন ভাইদের জুতা মারা চারা আর কিছুই দেবার নাই আমার,1.0
আসলেই কি বলে ধন্যবাদ দেবো আপনাকে সেই ভাষা হয়তো আমার জানা নেই তরপরো বলছি দাদা আপনাকে ধন্যবাদ এমন সুন্দর একটা নাটক উপহার দেওয়ারজন্য নাটক টার শেষ দিকে চোখের পানি আর ধরে রাখতে পারলাম না,1.0
এক কথায় অসাধারণ,1.0
আমি ভারত থেকে বলছি আমার বাংলাদেশ এর এক বন্ধু আমাকে বলেছিল এই নাটকটি দেখার জন্য এরপর থেকেই আমি অপূর্ব ভায়া এর ফ্যান হয়ে গেলাম এই পর্যন্ত অনেকবার দেখেছি এবং আমাদের ভারতের বন্ধুদের ও দেখার জন্য বলেছি খুব ওই অসাধারণ একটা কাহিনী এর উপহার এর জন্য প্রেমের গল্পকার ডিরেক্টর সাহেব কে অনেক অনেক ধন্যবাদ,1.0
আরিয়ান ভাই আমি চাই অপূর্ব ভাইর সাথে আনন্দ খালেদ ভাইকে সব নাটকে দেখতে চাই,1.0
এইরকম আবালমার্কা নাটক করতে করতে মোশারফ নিজেই আবাল হয়ে গেল,0.0
এই নাটকের নাম দেওয়া উচিত আছিলো ফালতু,0.0
সত্যি কথা বলতে  নাটকটা অনেক সুন্দর ছিল  আর নামাজ পড়ার  উৎসাহিত করার জন্য থ্যাঙ্ক ইউ পরিচালককে এবং আরিফিন নিসু ভাইয়াকে,1.0
সাফার অভিনয় দিনদিন খারাপের দিকে যাচ্ছে,0.0
সবাইকে নিয়ে থাকার মজাই আলাদা,1.0
এককথায় সুপার অসাধারণ  নাটকের ছোট ছোট দিক গুলো এত ক্লিন এত ভালো লাগছে প্রত্যেকটা মানুষের সাথে মিল খুঁজে যাওয়াই অবশ্যক ,1.0
সব নাটকে ঘুরেফিরে একই গল্প,0.0
 আমি আপনাকে পাগলের মতন ভালোবাসি সত্যিই অসাধারন ছিলো স্যালুট বস,1.0
প্র‍তিটা পাগলের অতিতে কোন না কোন গল্প থাকে,0.0
খুব সুন্দর একটা নাটক অনেক দিন পর এত সুন্দর একটা নাটক দেখলাম,1.0
বরছালেমভিনাটক,0.0
এই ঈদের গ্রামের নাটকের মধে সেরা নাটক হচ্ছে এইটাই জয়েন ফ্যেমেলী ব্যাচালার ঈদ অসাধারণ দুটি নাটক,1.0
সত্যি অসাধারন লাগলো নাটকটি দেখে  মনে হচ্ছিল কাবির সিং এর বাংলা ভার্শন চলছিল,1.0
ছেলে দুটো তো জিনিয়াসভাল অভিনয় করছে,1.0
ফিনিশিং টা আক্ষেপ বাড়িয়ে দিলো নাটকের শুরু টা দেখে কেনো জানি বিরক্ত লাগছিলো তবে যত সময় যাচ্ছিলো ভালো লাগা শুরু হয়েছে অবশ্যই চূড়ান্ত মেলবন্ধনের আশা রাখছি পার্ট টু হওয়া উচিৎ,0.0
মিজানুর রহমান আরিয়ান ভাইয়ের লেখা নাটক গুলো এক কথায় অসাধারণ মেহজাবিন+মিশোবুকের বা পাশে বড় ছেলে তুমি আমারি,1.0
নাহ অপ্রত্যাশিত,0.0
অনেক দিন পর আবার মনের মতন  ধারাবাহিক নাটক দেখতে পেলাম খুব ভালো লাগেছে,1.0
গরু কি করে,0.0
ছেলে দুইটা দারুন অভিনয়,1.0
পোনাদাইলাম তোর এই বাংলা নাটকটারে,0.0
কেমন হবে জানিনা তবে মেকার যখন মি আরিয়ান তখন খারাপ হবে না,1.0
আমার এতো এতো ভলো লাকছে আমি বলে বুজাতে পারবো না ধন্যবাত,1.0
বাহ খুভ সুন্দর নাটক,1.0
নামাজ নিয়ে কথা বলাই অনেক ভালো লাগলো,1.0
অসাধারণ,1.0
মাঝে মাঝে এরকম অশ্লীল ভাষা গুলো কি না দিলেই হতোনা ও মোটেই বুড়ো নয় আমি সেটা জানি আপনি তো জানবেনই  ওইযে রাত্রে বেলা হবে না তুই তোর টা নিয়ে প্রোটেকশন নিয়েছিস কাপাও নাটক নষ্ট করার আলামত,0.0
বালের নাটকএত বাজে স্টার্ট যে স্টার্টিং দেইখাই আর পুরা নাটক দেখার ধৈর্য হয় নাই,0.0
কিছুই বলব নাশুধু বলব ভাল হইছে,1.0
অসাধারন অসাধারন হাসতে হাসতে পেট ব্যাথা হয়ে গেছে,1.0
ভালো লাগলো,1.0
আমি নিজেই অনেকটা এরকম পেটুক জামাই সত্যি বলছি,1.0
অসাধারণ শাহনাজ খুশি,1.0
অশ্লিলতা বেশি,0.0
এত ভাল নাটক ও হয়,1.0
শামীম ভাই আপনাকে দেখলে আমার একটা নাটকের নাম মনে পরে যায় আপনি যে অভিনয় করেছেন সেটা খুব খারাপ লাগে আপনার জন্য আহারে কতটা কষ্টই না পাইছিলেনআমি নাম বলবোনা লজ্জা লাগেযারা দেখেছে শুধু তারাই বুঝবে আমি কোন নাটকের কথা বলছি,0.0
আলহামদুলিল্লাহ অনেক অনেক ভালো লাগলো নামাজ এর ব্যপারে এতো ভালো ভাবে নিশো ভাই বোঝানোর জন্য অসংখ্য ধন্যবাদ ভাই,1.0
কিছু বলার নাই এক কথায় অসাধারণ ছিলো এই প্রথম আমি নাটকে কমেন্ট করলাম কমেন্ট না করে পারলাম না,1.0
নাটকের সার্বিক দিক ভালো বর্ণবাদের আভাস পাওয়া যা য় অনিকের সাথে,0.0
আসলে অসাধারণ একটি উপহার দিয়েছে নাটক,1.0
অসাধারণ,1.0
এখনো ভাল নাটক হয়,1.0
বোঝেনা খ্যাত বোকা নির্বোধ,0.0
বুড়ো বয়সে দুজন দুজনকে ভালোই মানিয়ে,1.0
সবার মতামতের গড়মিল দেখে টেনসিৎ আছি 😖,0.0
এক কথায় অাসাধরন,1.0
অসাধারণ অসাধারণ অসাধারন,1.0
আজাইরা,0.0
যারা নিশোর সাথে অপুর্বকে তুলনা করেন তাদেরকে বলি সারাজীবন তো শুধু রোমান্টিক নাটক করে আসছে অপুর্ব কিন্তু মনে রাখার মতো সেরকম কোনো নাটকের নাম আসে না কারণ অপুর্বর সব নাটক এক রকম নিশোর রোমান্টিক নাটক যখন দেখি তখন মনে হয় একটা বাঘ রোমান্টিকতা করছে আর অপুর্বর নাটক যখন দেখি আলাদা করে বলবোনা যে রোমান্টিক নাটক কারণ সে করেই সব রোমান্টিক নাটক তখন মনে হয় একটা মুরগি রোমান্টিকতা করছে,1.0
ফালতু নাটকতার মত একজন ভাল অভিনেতা এমন ফালতু নাটক করে কিভাবে,0.0
খুব সুন্দর একটি নাটকধন্যবাদ প্রিয় অভিনেতা অপূর্বকেধন্যবাদ মেহ্জাবিন আপুকেধন্যবাদ মিথিলা আপুকেSpeacially ধন্যবাদ দিচ্ছি মিজানুর রহমান আরিয়ান ভাইকেএত সুন্দর একটি নাটক উপহার দেয়ার জন্য,1.0
অসাধারণ বস,1.0
নষ্টামি একটু বেশি এ হয়ে গেল নাবান্নাহ,0.0
নাটকটা অসাধারন কিন্তু দশ বছরের ছেলে কি ভাবে কলেজে পরে,1.0
আমি কিছু বুঝি নাই,0.0
দেখলাম কিচু বলতে পারলানা,0.0
কাজল আরিফিন ওমিআপনার কাজে আমরামুগ্ধভালোবাসা অভিরাম,1.0
আপনাদের ভালবাসা আমার অগ্রযাত্রা আশা করি সামনেও আপনাদের সকলের এমন ভাল রেসপন্স পাবো সবার প্রতি ভালোবাসা অবিরাম ধন্যবাদ সবাইকে,1.0
আমি নাটক টা অনেক বার দেখছি ভালো লাগে বার বার দেখতে ভালোবাসার এক টা সেরা নাটক হয়ছে,1.0
অসাধারণ একটি নাটক,1.0
আগের নটক গুলো মধ্যে  কিছু শিক্ষনিয় ব্যপার ছিল কিন্তু এখন কি বাভে ভালোবাসার অপব্যবহার বেশি হছেছ  নাটকের অবিনয় খুবই ভাল আমি ছায় প্যমেলি নিয়ে  নাটক গুলো এর মধ্যে  ভালোবাসা রাগ অবিমান সব কিছু  মিলেয়ে একটি ভালো মানের নাটক সব শেষে নিসু তিসা অপূর্ব মেহেজাবিন এদের অবিনয় আমার কাছে খুবিই ভাল  লাগে,1.0
অসাধারণ হয়েছে কি বলবো আর,1.0
হৃদয় ছুঁয়ে গেল অসাধারণ অভিনয় এবং গল্প বাংলার সেরা জুটি,1.0
আফরান নিশো নাট্যজগতের সেরা অভিনেতা কে কে একমত এইরকম অভিনয় একমাত্র নিশো ভাই দ্বারা সম্ভব নিশো মেহজাবিন জুটি  মিস করবেন না প্লিজ,1.0
ভাল হয়নি,0.0
সত্যি খুব সুন্দর আর এতোটা সুন্দর যে  আমি  আমার ভাষায় লিখে প্রকাশ করতে পারবোনা,1.0
নিশো দিন দিন খারাপ হয়ে যাচ্ছে অল্প দিনে অনেক কিছু পেলে যা হয় আর কি,0.0
দেখে মজা পাইলাম,1.0
লোকেশনটা বারবার চেক করতেছিলাম  আসলেই কি বাংলাদেশে আছি জাস্ট কালচার টাই চেঞ্জ করে ফেলসে ওর্স্ট এভার জাস্ট কিছু ডাইলগ ছাড়া আর কিছুই নাই মানে পোলাপাইনের মাথা খাওয়ার ধান্দা ডাইলগ তো একটা ছিলোই ওইটা অস্ট্রেলিয়ার ট্রেন্ড এখানে সবাই বুড়া বলবে বাট ফুল ড্রামাটাতেই তো ওয়েস্টার্ন কালচার ই তুলে ধরলেন শাড়ি কিন্তু মেয়েটা পড়লো না বাট ছেলে কিন্তু নিজেকে চেঞ্জ করে ফেলসে হিপোক্রেসি রে ভাইমানে ড্রেস আপ ও চেঞ্জ করে বাঙালি থেকে অবাঙ্গালী হয়ে যেতে হবেকেমনে পারেন ম্যান কেমনেডাস্ট জাস্ট ডাস্ট,0.0
মন ছুঁয়ে গেছে কিভাবে এতো সুন্দর নাটক লিখে মিজানুর রহমান আরিয়ান ভাই আপনাকে অনেক অনেক ধন্যবাদআপনার লেখা প্রত্যেকটা নাটক কেন এতো মুগ্ধকর হয় ভাই,1.0
ব্যাপক মজা পাইছি,1.0
অন্যতম সেরা নাটক,1.0
খুব সূক্ষভাবে কবির সিংকে কাটছাঁট করা হয়েছে ইউনিক কাহিনী আমরা তৈরী করতে পারিনা এটাই সমস্যা সেই সস্তা আবেগ একক পরিবার কান্না ইত্যাদি ইত্যাদি,0.0
ধন্যবাদ আপনাদের সবাইকে যারা আমাদের পাশে ছিলেন ভালোবাসা অবিরাম,1.0
আমার দেখা সব থেকে সেরা নাটক,1.0
আফরান নিশু ভাই চমৎকার হয়েছে আপনাদের অভিনীত নাটকটি ধন্যবাদ তানজিন তিশা আপু ও নিশু ভাই  আরও বেশি ভালো লেগেছে নামাজ পড়তে বলেছেন নামাজ দিয়ে জীবন গড়ো সুখেশান্তিতে বসবাস করো,1.0
নাটক পরে আগে জুটি দেখে ভাল লাগল,1.0
নাটকের কালার এতো কাইশ্যা ক্যা,0.0
এই নাটক টা দেখে এত টুক বুঝলামএকটা মেয়ে চাইলে একটা ছেলেকে ভালো করতে পারে আবার খারাপ বানাতে ও পারে খুব সুন্দর লাগলো কাহিনীটা,0.0
নাটক টা খুব ভালো লাগলো দারুণ খুব ফাইন,1.0
নামাজের দৃশ্যটি অবশ্যই ভালো কিন্তু ব্রেকফাস্টের সময়ের পর কোন ওয়াক্তের নামাজ হয়  আলেম না থাকলে এমন ভুল হওয়া অস্বাভাবিক নয়,0.0
খানকিরপুলারা মানুষের নাম নিয়ে ফাজলামি করো মাদারচুদের বাচ্ছারা কামাল নাম কি ফাজলামি করার নাম,0.0
এইরকরম ভাবেই লাইফ টা কাটত  ঝগড়া বায়নাকরতে করতে খুব ভালো হতো,1.0
জীবন সার্থক মনে হয় আজ নাটকা দেখার পর,1.0
ফালতু একটা গল্প,0.0
পুরা জীবন টা কে ৫৩ মিনিট উপল্পধি করলাম আসলে ভালোবাসাটা এমন হওয়া উচিৎ  অনেক টা মিল আছে লাস্ট টাইমের কথা গুলা তার মুখের কথা উহহহ কে আগে মারা যাবে আমি বলছি আমি সে বলে সে আগে,1.0
সেই রকম বাজে নাটক নাটকের মান লাগে না টাকা হলে সব করতে পারে,0.0
আমার দেখা  শ্রেষ্ঠ খুব সুন্দর একটি নাটক থ্যাংক ইউ আরফান নিশো ভাই থ্যাংক ইউ মেহেজাবেন আপু থ্যাংক ইউ সকল পরিচালকবৃন্দ,1.0
বেশি অভিনয় হলে যা হয় আর কি,0.0
অসাধারন শাহানাজ খুশী,1.0
পুরো বোতলই যখন শেষ করতে হবে তখন এত গ্লাসে ঢালার দরকার কি নাটকটা বেশ ভাল হয়েছে,1.0
খুব  খুব সুন্দর  নাটকটি এক কথায় অসাধারণ,1.0
অসাধারণ ভাই,1.0
নিসো ভাই সব ধরনের অভিনয় করতে জানেতার সাথে মেহজাবিন আপুনাটক টি এত রুমান্টিক হওয়ার কারনমিজানুর রহমান আরিয়ান পরিছালিতঅনেক ধন্যবাদ ভাই এত সুন্দর নাটক উপহার দেওয়ার জন্য,1.0
খুব ভালো লাগছেভাই তবে আপনার কমেডি নাটকের আশা করছি,1.0
ফালতু নাটক,0.0
পরিচালক আম্ভা একটা ব্যকুব,0.0
পরিচালক রে আমি পাইলে জুতা দিয়ে বাইরাইয়া দাঁত পালাই দিতাম শালা হিজরা,0.0
এই খুশির দিনে কাদিয়ে দিলেন ভাইএরি নাম ভালোবাসা কিসত্যি  কারের ভালোবাসা বেচে থাক হাজার বছর,1.0
এত নেকামি ২০ মিনিট দেখার পর আর রুচি হলনা পুরাই সময় নষ্ট,0.0
বাস্তবে তাই হচ্ছে খুবই সুন্দর একটি নাটক,1.0
ফালতু নাটক,0.0
সোপার অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ অসাধারণ  শতবার অসাধারণ  নাটক  বলেও কম হবে,1.0
নামাজের বিষয়টা ভালো লাগছে৷,1.0
এরকম নাটক আমরা চাই যেখানে কোনো অশালীন চরিত্র নাই অসাধারণ গুনি লেখক এবং অপুর্ব এবং তিশা কে আমার বান্ধবীদের বিয়ে হয়ে গেছে বাচ্চা হয়েছে আমি আর ছোট নাইদুবছরের জন্য চটাং পটাং বন্ধ না করলে সজলের সংগে বিয়ে দেবো,1.0
বাংলাদেশের নাটক গুলো ও নাটকের গান গুলো খুব সুন্দরআমি ভারতবর্ষ থেকে বলছি ,1.0
অসাধারণ নাটক ভালো বাসলেভুলাজাইনা,1.0
বালের নাটকহালারা কি সব ফালতু নাটক বানায়নাটকেরই সম্মান থাকলো না,0.0
পিচকি একটা মাইয়া বুড়া বেটারে তুই তুকারী করে কেমন লাগে  এই নাট্যকারের মাথায় কি গু নাকি,0.0
অনেকদিন বাদে সুন্দর একটা নাটক দেখলাম,1.0
ফালতু একটা নাটক,0.0
সব নাটক এত ভালো লাগে কেনো নিশো ভাই এর জাস্ট জোস ছিল,1.0
